Uniq Id,Product Name,Brand Name,Category,Product Description,Selling Price,Product Specification,Technical Details,Shipping Weight,Image,Product Url,Is Amazon Seller,Product Description
A90,Jewllery,Dezire,Jewllery and Accessories,,$159.102,ProductDimensions:17.9x7.9x6.2inches|ItemWeight:2.2pounds|ShippingWeight:2.78pounds(Viewshippingratesandpolicies)|DomesticShipping:ItemcanbeshippedwithinU.S.|InternationalShipping:ThisitemcanbeshippedtoselectcountriesoutsideoftheU.S.LearnMore|ASIN:B00IEAIJLA|Itemmodelnumber:81246|Manufacturerrecommendedage:8yearsandup|Batteries:6AAbatteriesrequired.,2.78 pounds (View shipping rates and policies) | show up to 2 reviews by default Full function radio control with headlight and tail light 1:14 Lamborghini Huracan Vehicle (Colors May Vary) Authentic looking RC with plenty of RC power.,2.78 pounds,https://images-na.ssl-images-amazon.com/images/I/41%2BW-cRYZGL.jpg|https://images-na.ssl-images-amazon.com/images/I/41LHe-xSErL.jpg|https://images-na.ssl-images-amazon.com/images/I/41W9zMFaVdL.jpg|https://images-na.ssl-images-amazon.com/images/I/31NfUyQHgWL.jpg|https://images-na.ssl-images-amazon.com/images/I/61YzVQ-lkWS.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Maisto-Lamborghini-Huracan-Control-Vehicle/dp/B00IEAIJLA,Y,Best gaming experience
A91,Gaming kit,Lego,Sports and Games,Best gaming experience,$12.66,ProductDimensions:2.5x0.1x3.5inches|ItemWeight:3.2ounces|ShippingWeight:3.2ounces(Viewshippingratesandpolicies)|DomesticShipping:ItemcanbeshippedwithinU.S.|InternationalShipping:ThisitemcanbeshippedtoselectcountriesoutsideoftheU.S.LearnMore|ASIN:B00L62YDSQ|Itemmodelnumber:52296|Manufacturerrecommendedage:3yearsandup,"Go to your orders and start the return Select the ship method Ship it! | Go to your orders and start the return Select the ship method Ship it! | Classic Retro DC Comics Wonder Woman is what you'll get with this 2.5"" x 3.5"" official poker sized playing card deck that includes 52 different images on cards with a linen like finish. | 3.2 ounces (View shipping rates and policies)",3.2 ounces,https://images-na.ssl-images-amazon.com/images/I/61367fJ9pHL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Aquarius-Wonder-Woman-Retro-Playing/dp/B00L62YDSQ,Y,Best gaming experience
A92,Baby powder,Johnson & Johnson,Baby Product,safe and hygiene,$11.91,ProductDimensions:9x0.1x6inches|ItemWeight:0.16ounces|ShippingWeight:1pounds|ASIN:B0759Y6HTR|Itemmodelnumber:PABEBOP2-SlowSloth,"show up to 2 reviews by default Do You Want Your Parrot Bebop 2 To Look Different Than The Rest? You’re in the right place because we’ve got exactly what you’re looking for! This Slow Sloth skin is the perfect way to show off your gear! Or with hundreds of other Mighty skins designs, you can be sure to find one that you’ll love, and that will show off your unique style! Do You Want To Protect Your Parrot Bebop 2? With Mighty skins your gear is protected from scratches, dings, dust, fingertips, and the wear-and-tear of everyday use! Cover your Parrot Bebop 2 with a beautiful, stylish decal skin and keep it protected at the same time! Easy to apply, and easy to remove without any sticky residue! Make your favorite gear look like new, and stand out from the crowd! Order With Confidence - Satisfaction ! Mighty skins are durable, reliable, made in our state-of-the-art production facility in the U. S. A. , and backed by our satisfaction ! Product Details: NOT A HARD CASE Vinyl decal sticker Matte Finish Ultra-Thin, Ultra-Durable, Stain Resistant Hundreds of different designs Parrot Bebop 2 is not included. | 1 pounds",1 pounds,https://images-na.ssl-images-amazon.com/images/I/51PAjjCyfSL.jpg|https://images-na.ssl-images-amazon.com/images/I/51TkpEBheeL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/MightySkins-Skin-Parrot-Bebop-Protective/dp/B0759Y6HTR,Y,Best gaming experience
A93,Laptop,Samsung,,,$237.72,ProductDimensions:8.8x0.8x4.5inches|ShippingWeight:2.4ounces(Viewshippingratesandpolicies)|DomesticShipping:ItemcanbeshippedwithinU.S.|InternationalShipping:ThisitemcanbeshippedtoselectcountriesoutsideoftheU.S.LearnMore|Itemmodelnumber:32292|ASIN:B007C7XUI8,"2.4 ounces (View shipping rates and policies) | show up to 2 reviews by default Martha Stewart stencil tape. Low-tack tape is safe for fabrics and other surfaces. Use to hold stencils securely in place or to mask off areas while stenciling. Contains one roll, 3/4-inch-by-25-yards. Made in the USA",2.4 ounces,https://images-na.ssl-images-amazon.com/images/I/41gxmYiDaRL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Martha-Stewart-Crafts-Stencil-32292/dp/B007C7XUI8,N,
A94,kitchen utensil,cera ,kitchen products,,$99.99,ProductDimensions:7.5x2.8x10.3inches|ItemWeight:0.96ounces|ShippingWeight:13.3ounces(Viewshippingratesandpolicies)|DomesticShipping:ItemcanbeshippedwithinU.S.|InternationalShipping:Thisitemisnoteligibleforinternationalshipping.LearnMore|ASIN:B071F446SZ|Itemmodelnumber:6174682|Manufacturerrecommendedage:6-12years,"Go to your orders and start the return Select the ship method Ship it! | Go to your orders and start the return Select the ship method Ship it! | show up to 2 reviews by default Your explorer can celebrate their summer excitement with all of the accessories in the LEGO Friends Heartlake Surf Shop set. Kids can catch a wave and create stories about the adventures they have on their boards. Builders will love to create summer memories with this set! Multiple models and plenty of extras makes this set a great value, and combine it with LEGO Friends Sunshine Catamaran and Andrea’s Speedboat Transporter to continue the summer fun! | 13.3 ounces (View shipping rates and policies)",13.3 ounces,https://images-na.ssl-images-amazon.com/images/I/51eDi60wqEL.jpg|https://images-na.ssl-images-amazon.com/images/I/61zg%2BAV6fCL.jpg|https://images-na.ssl-images-amazon.com/images/I/61fiDweaWGL.jpg|https://images-na.ssl-images-amazon.com/images/I/510viAZx6PL.jpg|https://images-na.ssl-images-amazon.com/images/I/51rhxHprXNL.jpg|https://images-na.ssl-images-amazon.com/images/I/51Lfwh5ZhhL.jpg|https://images-na.ssl-images-amazon.com/images/I/41spw19IW%2BL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/LEGO-Friends-Heartlake-41315-Building/dp/B071F446SZ,Y,Best gaming experience
A95,home decor,candid crafts,Home decoration items,,$34.103,ProductDimensions:7.6x4.7x0.1inches|ItemWeight:2.88ounces|ShippingWeight:2.88ounces(Viewshippingratesandpolicies)|DomesticShipping:ItemcanbeshippedwithinU.S.|InternationalShipping:ThisitemcanbeshippedtoselectcountriesoutsideoftheU.S.LearnMore|ASIN:B003OFRXFI|Itemmodelnumber:489303|Manufacturerrecommendedage:12months-15years,"Go to your orders and start the return Select the ship method Ship it! | Go to your orders and start the return Select the ship method Ship it! | Product Description After the party is done, make sure you thank your guests for making your party fun using these Hello Kitty Thank You Notes. Hand these over to your guests after the party and thank them for coming over. From the Manufacturer Now that your Hello Kitty Balloon Dreams party has ended (and of course it was a total success), don’t forget the Thank You notes. Kitty White makes it easy for your child to express their thanks with these delightful Amscan Hello Kitty Balloon Dreams Die-Cut Thank You Cards. Presented blank inside for personalization, they also create a wonderful opportunity to teach the importance of saying “Thank You”. Established in 1947, Amscan is the largest designer, manufacturer and distributor of decorated party goods and accessories in the world. Count on Amscan and Amazon to create a complete Hello Kitty Balloon Dreams party with Amscan’s Hello Kitty Balloon Dreams plates, napkins, cups, table cover, party game, invitations, jumbo roll wrap, cone hats and more, available on Amazon. | 2.88 ounces (View shipping rates and policies)",2.88 ounces,https://images-na.ssl-images-amazon.com/images/I/51YLM9e6QCL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/amscan-Thank-Hello-Collection-Accessory/dp/B003OFRXFI,Y,Best gaming experience
A96,Mobile Phone,Apple,Electronic device,cutting-edge technology,$28.95,ProductDimensions:21x21x10inches|ItemWeight:14.4ounces|ShippingWeight:14.4ounces(Viewshippingratesandpolicies)|DomesticShipping:ItemcanbeshippedwithinU.S.|InternationalShipping:ThisitemcanbeshippedtoselectcountriesoutsideoftheU.S.LearnMore|ASIN:B00CVB22UM|Itemmodelnumber:36605|Manufacturerrecommendedage:36months-8years,Running in the fields with fairy friends is where you will find your little one in this outfit. The satin ruched top allows your little fairy to be as free as her spirit. She will flutter around in the printed tulle skirt made from layers of colored tulle. This outfit would not be complete with matching detachable wings. | 14.4 ounces (View shipping rates and policies),14.4 ounces,https://images-na.ssl-images-amazon.com/images/I/51B9cK1r7aL.jpg|https://images-na.ssl-images-amazon.com/images/I/41X7cPqfnsL.jpg|https://images-na.ssl-images-amazon.com/images/I/51r83FI1HgL.jpg|https://images-na.ssl-images-amazon.com/images/I/41Og6%2BrEpnL.jpg|https://images-na.ssl-images-amazon.com/images/I/512jkXZM3QL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Great-Pretenders-Blooms-Deluxe-Medium/dp/B00CVB22UM,Y,Nike Accessories
A97,Jacket,Puma,Clothing,high quality material,$17.53,"ProductDimensions:21.3x4.7x14.6inches|ItemWeight:3.3pounds|ShippingWeight:3.35pounds|DomesticShipping:Currently,itemcanbeshippedonlywithintheU.S.andtoAPO/FPOaddresses.ForAPO/FPOshipments,pleasecheckwiththemanufacturerregardingwarrantyandsupportissues.|InternationalShipping:Thisitemisnoteligibleforinternationalshipping.LearnMore|ShippingAdvisory:Thisitemmustbeshippedseparatelyfromotheritemsinyourorder.Additionalshippingchargeswillnotapply.|ASIN:B004UU3RCY|Itemmodelnumber:640125|Manufacturerrecommendedage:11-15years|Batteries:19Vbatteriesrequired.|Discontinuedbymanufacturer:Yes","Product Description Discover how fascinating the world is when you understand the remarkable reactions behind ordinary occurrences. CHEM C2000 includes everything in CHEM C1000 and more — with twice the tools and materials, and more than three times the experiments. Most notably, this kit introduces you to the alcohol burner for experiments that require heat, greatly expanding the number of experiments you can conduct. Experiment with filtering and separating mixtures, combustion, and electrochemical reactions. Learn how to work with indicators and stronger acids and bases. Explore elements and compounds, including the chemical and physical properties of water, carbon dioxide, oxygen, hydrogen, and carbon. Discover atoms and molecules. Inspect soaps and household cleaners. Experiment with various foods from the kitchen to learn about sugars, fats, and proteins. Investigate metals such as iron, copper, and aluminum. Learn about how chemistry is used in environmental protection and industry. After completing CHEM C2000, you will have experienced firsthand the most important topics in chemistry, creating an excellent foundation for later study of chemical equations and atomic structure. The 128-page, full-color manual guides aspiring young chemists through 250 experiments. The manual provides clear instructions for preparing and performing the experiments and explains the results. Thorough safety precautions and instructions ensure safe experimentation. Professional quality equipment helps you make the most of your chemistry experiments. From the Manufacturer Discover how fascinating the world is when you understand the remarkable reactions behind ordinary occurrences. CHEM C2000 includes everything in CHEM C1000 and more Ñ with twice the tools and materials, and more than three times the experiments. Most not | 3.35 pounds",3.35 pounds,https://images-na.ssl-images-amazon.com/images/I/51Ayqm1yikL.jpg|https://images-na.ssl-images-amazon.com/images/I/51KyrAgAosL.jpg|https://images-na.ssl-images-amazon.com/images/I/51n1Vz1dk5L.jpg|https://images-na.ssl-images-amazon.com/images/I/51IT0AE-HKL.jpg|https://images-na.ssl-images-amazon.com/images/I/41-FfmpWFRL.jpg|https://images-na.ssl-images-amazon.com/images/I/41jVL77RaSL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Thames-Kosmos-CHEM-C2000-2-0/dp/B004UU3RCY,Y,Best gaming experience
A98,shoes,Puma,,,$29.16,ProductDimensions:7x6x7inches|ItemWeight:4ounces|ShippingWeight:4.2ounces(Viewshippingratesandpolicies)|DomesticShipping:ItemcanbeshippedwithinU.S.|InternationalShipping:ThisitemcanbeshippedtoselectcountriesoutsideoftheU.S.LearnMore|ASIN:B003ZYA8AA|Itemmodelnumber:2199|Manufacturerrecommendedage:14-15years,"Go to your orders and start the return Select the ship method Ship it! | Go to your orders and start the return Select the ship method Ship it! | Size:7""  |  Product Packaging:Standard Packaging Product Description This golden haired girl is dresed in a beautiful ivory dress lovingly holding her teddy bear. From the Manufacturer When faced with life's most challenging moments, sometimes we discover courage that we never could have imagine we would possess. This ""Cowardly Lion"" will remind us that courage is not the absence of fear, it's facing it head on. From the classic book The Wizard of Oz. | 4.2 ounces (View shipping rates and policies)",4.2 ounces,https://images-na.ssl-images-amazon.com/images/I/41tueGfkp6L.jpg|https://images-na.ssl-images-amazon.com/images/I/31mSydnrjEL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Doll-Maker-Precious-Moments-Courage/dp/B003ZYA8AA,Y,Best gaming experience
A99,lab equipment,Labware,,,$97.72,ProductDimensions:13.2x13x10.5inches|ItemWeight:4pounds|ShippingWeight:4.75pounds(Viewshippingratesandpolicies)|ASIN:B01N5XKOYV|Itemmodelnumber:WS4641|Manufacturerrecommendedage:12month-3years,"Color:Blue Get your child playing outdoors at an early age! This durable, Blue plastic Seat is perfect for the youngest member of the family. The safe 1-piece construction provides a comfortable and safe ride for young children. Includes an adjustable safety belt for added security. Supports up to 55 pounds when attached to standard swing hangers (not included). | 4.75 pounds (View shipping rates and policies)",4.75 pounds,https://images-na.ssl-images-amazon.com/images/I/41WsyYgyq%2BL.jpg|https://images-na.ssl-images-amazon.com/images/I/41ospxRxpEL.jpg|https://images-na.ssl-images-amazon.com/images/I/41eTgtA6T3L.jpg|https://images-na.ssl-images-amazon.com/images/I/61SBEuat-hL.jpg|https://images-na.ssl-images-amazon.com/images/I/41jgHMeda0L.jpg|https://images-na.ssl-images-amazon.com/images/I/31N9OsUWm1L.jpg|https://images-na.ssl-images-amazon.com/images/I/61tIkXOhQ9L.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Swing-N-Slide-WS-4641-Blue-Child/dp/B01N5XKOYV,Y,Best gaming experience
A100,Cosmetics,MAC,Beauty Products,quality cosmetics,$12.103,ProductDimensions:16.5x7.5x18inches|ItemWeight:1pounds|ShippingWeight:1pounds(Viewshippingratesandpolicies)|Manufacturer:FrancoManufacturing|ASIN:B0753MWFS7|Californiaresidents:ClickhereforProposition65warning|Itemmodelnumber:PC976C,Go to your orders and start the return Select the ship method Ship it! | Go to your orders and start the return Select the ship method Ship it! | This fun shaped Hasbro rainbow dash cuddle pillow will be your daughters favorite. This cuddle pillow is 7.5x16. 5x18 inches. Made of 100Percent polyester. Spot clean only. | 1 pounds (View shipping rates and policies),1 pounds,https://images-na.ssl-images-amazon.com/images/I/41BFuosDGpL.jpg|https://images-na.ssl-images-amazon.com/images/I/41CBuLz82iL.jpg|https://images-na.ssl-images-amazon.com/images/I/51v3GTVRTFL.jpg|https://images-na.ssl-images-amazon.com/images/I/51SkaLUQABL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Hasbro-Little-Rainbow-Cuddle-Pillow/dp/B0753MWFS7,Y,Best gaming experience
